Search_Timestamp,Origin,Destination,Departure_Date,Return_Date,Nights,Total_Price_EUR,Price_Per_Person_EUR,Outbound_Airlines,Inbound_Airlines,Outbound_Duration_Hrs,Inbound_Duration_Hrs,Outbound_Stops,Inbound_Stops,Outbound_Layovers,Inbound_Layovers
2026-06-01 15:47:41,SVQ,PVG,2026-11-15,2026-12-01,16,3381.81,845.4525,Turkish Airlines,Turkish Airlines,31.67,31.75,1,1,17h 10m,14h 45m
2026-06-01 15:47:41,SVQ,PVG,2026-11-15,2026-12-01,16,3272.97,818.2425,Air Europa + Qatar Airways,Qatar Airways + Air Europa,21.25,27.92,2,2,3h 50m | 1h 15m,3h 5m | 5h 30m
2026-06-01 15:47:41,SVQ,PVG,2026-11-15,2026-12-01,16,3582.42,895.605,Qatar Airways,Qatar Airways,24.92,23.67,2,2,6h 55m | 1h 50m,2h 20m | 2h 5m
2026-06-01 15:47:41,SVQ,PVG,2026-11-15,2026-12-01,16,3696.27,924.0675,Air France,KLM,19.75,30.17,1,1,4h 30m,12h 55m
2026-06-01 15:47:41,SVQ,PVG,2026-11-15,2026-12-01,16,3789.16,947.29,Qatar Airways,Qatar Airways,22.75,23.67,2,2,4h 45m | 1h 50m,2h 20m | 2h 5m
2026-06-01 15:47:41,SVQ,PVG,2026-11-15,2026-12-01,16,4145.72,1036.43,Air Europa + Turkish Airlines,Turkish Airlines,23.75,18.75,2,1,2h 50m | 5h 15m,1h 55m
2026-06-01 15:47:41,SVQ,PVG,2026-11-15,2026-12-01,16,3271.91,817.9775,Air Europa + Qatar Airways,Qatar Airways + Air Europa,21.25,41.0,2,2,3h 50m | 1h 15m,10h 10m | 11h 30m
2026-06-01 15:47:41,SVQ,PVG,2026-11-15,2026-12-01,16,3582.29,895.5725,Qatar Airways,Qatar Airways,24.92,24.83,2,2,6h 55m | 1h 50m,3h 15m | 2h 20m
2026-06-01 15:47:41,SVQ,PVG,2026-11-15,2026-12-01,16,4561.55,1140.3875,Etihad Airways,Turkish Airlines,19.75,18.75,2,1,1h 40m | 1h 30m,1h 55m
2026-06-01 15:47:41,SVQ,PVG,2026-11-15,2026-12-01,16,3582.12,895.53,Qatar Airways,Qatar Airways,24.92,26.33,2,2,6h 55m | 1h 50m,2h 20m | 4h 40m
2026-06-01 15:47:41,SVQ,PVG,2026-11-15,2026-12-01,16,3366.56,841.64,Air France,KLM,19.75,42.75,1,2,4h 30m,5h 30m | 18h 5m
2026-06-01 15:47:51,SVQ,PEK,2026-11-16,2026-11-30,14,3365.89,841.4725,Turkish Airlines,Turkish Airlines,21.58,17.0,1,1,8h 0m,1h 40m
2026-06-01 15:47:51,SVQ,PEK,2026-11-16,2026-11-30,14,2605.82,651.455,Air France,KLM,18.33,38.92,1,1,4h 20m,23h 30m
2026-06-01 15:47:51,SVQ,PEK,2026-11-16,2026-11-30,14,2759.76,689.94,KLM,KLM,16.08,38.92,1,1,2h 0m,23h 30m
2026-06-01 15:47:51,SVQ,PEK,2026-11-16,2026-11-30,14,2601.87,650.4675,KLM,KLM,32.17,38.92,1,1,18h 5m,23h 30m
2026-06-01 15:47:51,SVQ,PEK,2026-11-16,2026-11-30,14,3358.58,839.645,Turkish Airlines,Turkish Airlines,36.33,17.0,1,1,22h 55m,1h 40m
2026-06-01 15:47:51,SVQ,PEK,2026-11-16,2026-11-30,14,3256.25,814.0625,KLM,KLM,16.08,24.83,1,2,2h 0m,5h 30m | 2h 0m
2026-06-01 15:47:51,SVQ,PEK,2026-11-16,2026-11-30,14,3101.08,775.27,Air France,KLM,18.33,24.83,1,2,4h 20m,5h 30m | 2h 0m
2026-06-01 15:47:51,SVQ,PEK,2026-11-16,2026-11-30,14,2737.38,684.345,KLM,KLM,23.83,38.92,2,1,2h 45m | 5h 30m,23h 30m
2026-06-01 15:47:51,SVQ,PEK,2026-11-16,2026-11-30,14,2737.38,684.345,KLM,KLM,23.83,38.92,2,1,4h 0m | 4h 10m,23h 30m
2026-06-01 15:47:51,SVQ,PEK,2026-11-16,2026-11-30,14,2737.39,684.3475,KLM,KLM,23.83,38.92,2,1,5h 25m | 2h 40m,23h 30m
2026-06-01 15:47:51,SVQ,PEK,2026-11-16,2026-11-30,14,2737.39,684.3475,KLM,KLM,23.83,38.92,2,1,6h 40m | 1h 25m,23h 30m
2026-06-01 15:47:51,SVQ,PEK,2026-11-16,2026-11-30,14,3364.56,841.14,Turkish Airlines,Turkish Airlines,21.58,38.92,1,1,8h 0m,23h 30m
2026-06-01 15:47:51,SVQ,PEK,2026-11-16,2026-11-30,14,3909.95,977.4875,KLM,Air France,16.08,22.33,1,1,2h 0m,6h 55m
2026-06-01 15:47:51,SVQ,PEK,2026-11-16,2026-11-30,14,3485.57,871.3925,KLM,KLM,16.08,24.83,1,2,2h 0m,1h 10m | 6h 25m
2026-06-01 15:47:51,SVQ,PEK,2026-11-16,2026-11-30,14,3491.99,872.9975,KLM,KLM,16.08,24.83,1,2,2h 0m,4h 20m | 3h 20m
2026-06-01 15:48:02,SVQ,PVG,2026-11-16,2026-11-30,14,2551.63,637.9075,Lufthansa,Lufthansa,18.25,21.67,1,1,3h 45m,5h 10m
2026-06-01 15:48:02,SVQ,PVG,2026-11-16,2026-11-30,14,2421.51,605.3775,Swiss,Lufthansa,28.42,21.67,1,1,14h 5m,5h 10m
2026-06-01 15:48:02,SVQ,PVG,2026-11-16,2026-11-30,14,2688.88,672.22,Lufthansa,Lufthansa,18.25,31.58,1,1,3h 45m,14h 45m
2026-06-01 15:48:02,SVQ,PVG,2026-11-16,2026-11-30,14,2552.58,638.145,Swiss,Lufthansa,28.42,31.58,1,1,14h 5m,14h 45m
2026-06-01 15:48:02,SVQ,PVG,2026-11-16,2026-11-30,14,3035.56,758.89,Lufthansa,Air China + Lufthansa,18.25,31.58,1,1,3h 45m,14h 45m
2026-06-01 15:48:02,SVQ,PVG,2026-11-16,2026-11-30,14,3431.11,857.7775,Qatar Airways,Qatar Airways,19.17,23.67,2,2,1h 0m | 2h 0m,3h 25m | 2h 5m
2026-06-01 15:48:02,SVQ,PVG,2026-11-16,2026-11-30,14,3383.88,845.97,Iberia + Air China,Lufthansa,18.58,21.67,2,1,2h 50m | 1h 30m,5h 10m
2026-06-01 15:48:02,SVQ,PVG,2026-11-16,2026-11-30,14,2850.91,712.7275,Lufthansa,Lufthansa,18.25,43.33,1,2,3h 45m,2h 25m | 23h 35m
2026-06-01 15:48:02,SVQ,PVG,2026-11-16,2026-11-30,14,2850.91,712.7275,Lufthansa,Lufthansa,18.25,43.33,1,2,3h 45m,3h 25m | 22h 35m
2026-06-01 15:48:02,SVQ,PVG,2026-11-16,2026-11-30,14,3430.79,857.6975,Qatar Airways,Qatar Airways,21.83,23.67,2,2,3h 40m | 2h 0m,3h 25m | 2h 5m
2026-06-01 15:48:02,SVQ,PVG,2026-11-16,2026-11-30,14,3431.03,857.7575,Qatar Airways,Qatar Airways,19.17,24.83,2,2,1h 0m | 2h 0m,3h 15m | 2h 20m
2026-06-01 15:48:02,SVQ,PVG,2026-11-16,2026-11-30,14,3430.8,857.7,Qatar Airways,Qatar Airways,19.17,26.33,2,2,1h 0m | 2h 0m,3h 25m | 4h 40m
2026-06-01 15:48:02,SVQ,PVG,2026-11-16,2026-11-30,14,3730.74,932.685,Turkish Airlines,Turkish Airlines,22.5,24.67,1,1,7h 40m,7h 50m
2026-06-01 15:48:02,SVQ,PVG,2026-11-16,2026-11-30,14,3462.44,865.61,Air Europa + Air China,Lufthansa,19.0,21.67,2,1,3h 15m | 1h 30m,5h 10m
2026-06-01 15:48:02,SVQ,PVG,2026-11-16,2026-11-30,14,3430.57,857.6425,Qatar Airways,Qatar Airways,23.83,23.67,2,2,5h 40m | 2h 0m,3h 25m | 2h 5m
2026-06-01 15:48:13,SVQ,PEK,2026-11-16,2026-12-01,15,2603.27,650.8175,Air France,KLM,18.33,29.42,1,1,4h 20m,14h 0m
2026-06-01 15:48:13,SVQ,PEK,2026-11-16,2026-12-01,15,2757.41,689.3525,KLM,KLM,16.08,29.42,1,1,2h 0m,14h 0m
2026-06-01 15:48:13,SVQ,PEK,2026-11-16,2026-12-01,15,2597.04,649.26,KLM,KLM,32.17,29.42,1,1,18h 5m,14h 0m
2026-06-01 15:48:13,SVQ,PEK,2026-11-16,2026-12-01,15,2731.91,682.9775,KLM,KLM,23.83,29.42,2,1,5h 25m | 2h 40m,14h 0m
2026-06-01 15:48:13,SVQ,PEK,2026-11-16,2026-12-01,15,2731.91,682.9775,KLM,KLM,23.83,29.42,2,1,6h 40m | 1h 25m,14h 0m
2026-06-01 15:48:13,SVQ,PEK,2026-11-16,2026-12-01,15,2731.89,682.9725,KLM,KLM,23.83,29.42,2,1,2h 45m | 5h 30m,14h 0m
2026-06-01 15:48:13,SVQ,PEK,2026-11-16,2026-12-01,15,2731.9,682.975,KLM,KLM,23.83,29.42,2,1,4h 0m | 4h 10m,14h 0m
2026-06-01 15:48:13,SVQ,PEK,2026-11-16,2026-12-01,15,3351.4,837.85,Turkish Airlines,Turkish Airlines,21.58,22.92,1,1,8h 0m,7h 35m
2026-06-01 15:48:13,SVQ,PEK,2026-11-16,2026-12-01,15,3351.21,837.8025,Turkish Airlines,Turkish Airlines,21.58,33.0,1,1,8h 0m,17h 35m
2026-06-01 15:48:13,SVQ,PEK,2026-11-16,2026-12-01,15,2692.25,673.0625,Air France,KLM,34.58,29.42,2,1,16h 30m | 2h 55m,14h 0m
2026-06-01 15:48:13,SVQ,PEK,2026-11-16,2026-12-01,15,2692.24,673.06,Air France,KLM,34.58,29.42,2,1,13h 10m | 6h 20m,14h 0m
2026-06-01 15:48:13,SVQ,PEK,2026-11-16,2026-12-01,15,2695.51,673.8775,KLM,KLM,34.58,29.42,2,1,1h 35m | 18h 5m,14h 0m
2026-06-01 15:48:13,SVQ,PEK,2026-11-16,2026-12-01,15,2701.26,675.315,KLM,KLM,34.58,29.42,2,1,14h 5m | 5h 25m,14h 0m
2026-06-01 15:48:13,SVQ,PEK,2026-11-16,2026-12-01,15,2701.26,675.315,KLM,KLM,34.58,29.42,2,1,14h 45m | 4h 45m,14h 0m
2026-06-01 15:48:13,SVQ,PEK,2026-11-16,2026-12-01,15,3093.04,773.26,Air France,KLM,18.33,26.67,1,2,4h 20m,6h 35m | 2h 55m
2026-06-01 15:48:24,SVQ,PVG,2026-11-16,2026-12-01,15,3707.85,926.9625,Turkish Airlines,Turkish Airlines,22.5,18.75,1,1,7h 40m,1h 55m
2026-06-01 15:48:24,SVQ,PVG,2026-11-16,2026-12-01,15,3142.88,785.72,Lufthansa,Air China + Iberia,18.25,24.75,1,2,3h 45m,4h 30m | 4h 10m
2026-06-01 15:48:24,SVQ,PVG,2026-11-16,2026-12-01,15,3343.85,835.9625,Turkish Airlines,Turkish Airlines,22.5,31.75,1,1,7h 40m,14h 45m
2026-06-01 15:48:24,SVQ,PVG,2026-11-16,2026-12-01,15,3142.64,785.66,Lufthansa,Air China + Iberia,18.25,27.25,1,2,3h 45m,6h 40m | 4h 10m
2026-06-01 15:48:24,SVQ,PVG,2026-11-16,2026-12-01,15,3018.72,754.68,Lufthansa,Air China + Air Europa,18.25,32.5,1,2,3h 45m,9h 35m | 7h 20m
2026-06-01 15:48:24,SVQ,PVG,2026-11-16,2026-12-01,15,3408.12,852.03,Qatar Airways,Qatar Airways,19.17,23.67,2,2,1h 0m | 2h 0m,2h 20m | 2h 5m
2026-06-01 15:48:24,SVQ,PVG,2026-11-16,2026-12-01,15,3143.07,785.7675,Lufthansa,Air China + Iberia,18.25,29.08,1,2,3h 45m,4h 30m | 8h 30m
2026-06-01 15:48:24,SVQ,PVG,2026-11-16,2026-12-01,15,3142.98,785.745,Lufthansa,Air China + Iberia,18.25,29.08,1,2,3h 45m,9h 35m | 3h 50m
2026-06-01 15:48:24,SVQ,PVG,2026-11-16,2026-12-01,15,3407.81,851.9525,Qatar Airways,Qatar Airways,21.83,23.67,2,2,3h 40m | 2h 0m,2h 20m | 2h 5m
2026-06-01 15:48:24,SVQ,PVG,2026-11-16,2026-12-01,15,3407.99,851.9975,Qatar Airways,Qatar Airways,19.17,24.83,2,2,1h 0m | 2h 0m,3h 15m | 2h 20m
2026-06-01 15:48:24,SVQ,PVG,2026-11-16,2026-12-01,15,3407.82,851.955,Qatar Airways,Qatar Airways,19.17,26.33,2,2,1h 0m | 2h 0m,2h 20m | 4h 40m
2026-06-01 15:48:24,SVQ,PVG,2026-11-16,2026-12-01,15,3407.58,851.895,Qatar Airways,Qatar Airways,23.83,23.67,2,2,5h 40m | 2h 0m,2h 20m | 2h 5m
2026-06-01 15:48:24,SVQ,PVG,2026-11-16,2026-12-01,15,3407.64,851.91,Qatar Airways,Qatar Airways,19.17,27.92,2,2,1h 0m | 2h 0m,3h 15m | 5h 25m
2026-06-01 15:48:24,SVQ,PVG,2026-11-16,2026-12-01,15,4285.88,1071.47,Lufthansa,Turkish Airlines,18.25,18.75,1,1,3h 45m,1h 55m
2026-06-01 15:48:24,SVQ,PVG,2026-11-16,2026-12-01,15,3407.52,851.88,Qatar Airways,Qatar Airways,21.83,26.33,2,2,3h 40m | 2h 0m,2h 20m | 4h 40m
2026-06-01 15:48:35,SVQ,PEK,2026-11-16,2026-12-02,16,2596.5,649.125,Air France,KLM,18.33,29.17,1,1,4h 20m,13h 45m
2026-06-01 15:48:35,SVQ,PEK,2026-11-16,2026-12-02,16,2750.57,687.6425,KLM,KLM,16.08,29.17,1,1,2h 0m,13h 45m
2026-06-01 15:48:35,SVQ,PEK,2026-11-16,2026-12-02,16,3351.01,837.7525,Turkish Airlines,Turkish Airlines,21.58,17.0,1,1,8h 0m,1h 40m
2026-06-01 15:48:35,SVQ,PEK,2026-11-16,2026-12-02,16,2590.26,647.565,KLM,KLM,32.17,29.17,1,1,18h 5m,13h 45m
2026-06-01 15:48:35,SVQ,PEK,2026-11-16,2026-12-02,16,2724.95,681.2375,KLM,KLM,23.83,29.17,2,1,4h 0m | 4h 10m,13h 45m
2026-06-01 15:48:35,SVQ,PEK,2026-11-16,2026-12-02,16,2724.96,681.24,KLM,KLM,23.83,29.17,2,1,5h 25m | 2h 40m,13h 45m
2026-06-01 15:48:35,SVQ,PEK,2026-11-16,2026-12-02,16,2724.96,681.24,KLM,KLM,23.83,29.17,2,1,6h 40m | 1h 25m,13h 45m
2026-06-01 15:48:35,SVQ,PEK,2026-11-16,2026-12-02,16,2724.94,681.235,KLM,KLM,23.83,29.17,2,1,2h 45m | 5h 30m,13h 45m
2026-06-01 15:48:35,SVQ,PEK,2026-11-16,2026-12-02,16,2723.55,680.8875,Air France,KLM,18.33,40.92,1,2,4h 20m,2h 10m | 21h 30m
2026-06-01 15:48:35,SVQ,PEK,2026-11-16,2026-12-02,16,2723.55,680.8875,Air France,KLM,18.33,40.92,1,2,4h 20m,1h 10m | 22h 30m
2026-06-01 15:48:35,SVQ,PEK,2026-11-16,2026-12-02,16,2723.56,680.89,Air France,KLM,18.33,40.92,1,2,4h 20m,5h 30m | 18h 5m
2026-06-01 15:48:35,SVQ,PEK,2026-11-16,2026-12-02,16,2730.37,682.5925,Air France,KLM,18.33,40.92,1,2,4h 20m,4h 20m | 19h 25m
2026-06-01 15:48:35,SVQ,PEK,2026-11-16,2026-12-02,16,2730.37,682.5925,Air France,KLM,18.33,40.92,1,2,4h 20m,8h 30m | 15h 15m
2026-06-01 15:48:35,SVQ,PEK,2026-11-16,2026-12-02,16,2730.45,682.6125,Air France,KLM,18.33,40.92,1,2,4h 20m,3h 5m | 20h 35m
2026-06-01 15:48:35,SVQ,PEK,2026-11-16,2026-12-02,16,2730.45,682.6125,Air France,KLM,18.33,40.92,1,2,4h 20m,3h 45m | 19h 55m
2026-06-01 15:48:47,SVQ,PVG,2026-11-16,2026-12-02,16,2504.51,626.1275,Lufthansa,Swiss,18.25,33.5,1,1,3h 45m,17h 25m
2026-06-01 15:48:47,SVQ,PVG,2026-11-16,2026-12-02,16,2319.62,579.905,Swiss,Swiss,28.42,33.5,1,1,14h 5m,17h 25m
2026-06-01 15:48:47,SVQ,PVG,2026-11-16,2026-12-02,16,2661.06,665.265,Lufthansa,Lufthansa,18.25,31.58,1,1,3h 45m,14h 45m
2026-06-01 15:48:47,SVQ,PVG,2026-11-16,2026-12-02,16,2525.38,631.345,Swiss,Lufthansa,28.42,31.58,1,1,14h 5m,14h 45m
2026-06-01 15:48:47,SVQ,PVG,2026-11-16,2026-12-02,16,3006.38,751.595,Lufthansa,Air China + Lufthansa,18.25,31.58,1,1,3h 45m,14h 45m
2026-06-01 15:48:47,SVQ,PVG,2026-11-16,2026-12-02,16,3003.05,750.7625,Air France,KLM,19.75,29.92,1,1,4h 30m,12h 40m
2026-06-01 15:48:47,SVQ,PVG,2026-11-16,2026-12-02,16,3011.6,752.9,Lufthansa,Air China + Air Europa,18.25,30.33,1,2,3h 45m,2h 10m | 12h 0m
2026-06-01 15:48:47,SVQ,PVG,2026-11-16,2026-12-02,16,3011.4,752.85,Lufthansa,Air China + Air Europa,18.25,32.5,1,2,3h 45m,4h 30m | 12h 0m
2026-06-01 15:48:47,SVQ,PVG,2026-11-16,2026-12-02,16,3400.23,850.0575,Qatar Airways,Qatar Airways,19.17,23.67,2,2,1h 0m | 2h 0m,2h 20m | 2h 5m
2026-06-01 15:48:47,SVQ,PVG,2026-11-16,2026-12-02,16,2996.82,749.205,KLM,KLM,31.33,29.92,1,1,16h 0m,12h 40m
2026-06-01 15:48:47,SVQ,PVG,2026-11-16,2026-12-02,16,3399.92,849.98,Qatar Airways,Qatar Airways,21.83,23.67,2,2,3h 40m | 2h 0m,2h 20m | 2h 5m
2026-06-01 15:48:47,SVQ,PVG,2026-11-16,2026-12-02,16,3400.09,850.0225,Qatar Airways,Qatar Airways,19.17,24.83,2,2,1h 0m | 2h 0m,3h 15m | 2h 20m
2026-06-01 15:48:47,SVQ,PVG,2026-11-16,2026-12-02,16,3399.92,849.98,Qatar Airways,Qatar Airways,19.17,26.33,2,2,1h 0m | 2h 0m,2h 20m | 4h 40m
2026-06-01 15:48:47,SVQ,PVG,2026-11-16,2026-12-02,16,3699.31,924.8275,Turkish Airlines,Turkish Airlines,22.5,24.67,1,1,7h 40m,7h 50m
2026-06-01 15:48:47,SVQ,PVG,2026-11-16,2026-12-02,16,3399.7,849.925,Qatar Airways,Qatar Airways,23.83,23.67,2,2,5h 40m | 2h 0m,2h 20m | 2h 5m
